Unnamed: 0,rating,text,business_name,business_category,business_description,_id
70001,4,"Good food, good folks.",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1106197796545493e+20_1561831258405
70002,5,Great food and customer service,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.116873589942488e+20_1545541399576
70003,5,Love this place I need to go there at least twice monthly every time we go there the food comes out very hot fresh and very good service is amazing atmosphere we enjoy if you are looking for a place to take your family yeah great food and great service this is the place,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1346545605141537e+20_1526480654879
70004,5,Love this place! Delicious food and friendly service!!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1373525702867249e+20_1525913164579
70005,5,very good place to eat been eating there for years,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0867282340476294e+20_1525262749941
70006,5,The food and service are excellent.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0441918815591709e+20_1533418607716
70007,3,Food and service was adaquate. Tatatoo wasnt cook all way.otherwise ok,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.081246685813489e+20_1527117118025
70008,4,Excellent waiter and food!!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1179047197584292e+20_1571489453412
70009,5,Food was excellent and service,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1352864980454703e+20_1581108162415
70010,2,Other locations are good this one is not  steaks are dry the gravy and mushrooms were so salty I could not eat them I've ben goin here quiet often but I've had enough of the bad food will find other steakhouse to visit,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0282126478415697e+20_1503205436499
70011,5,Some of the best restaurant ribs. Love their buns and cinnamon butter,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1297201742010339e+20_1482111391383
70012,5,Ryan was awesome awesome,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0834274660686188e+20_1594782732577
70013,5,Service could not have been any better steak was wonderful would recommend it to any one,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1354017691665778e+20_1484601050631
70014,5,Good food good service,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1045832299121938e+20_1544660436948
70015,5,Great food and great prices.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1499056462567408e+20_1531890669891
70016,5,Love the steak. Great service.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0460077871245818e+20_1528872109447
70017,5,The only place I'll buy a steak for the last 10 years. Usually busy but always good.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.158445929886805e+20_1533253969781
70018,5,"Great steak, great service, decent price!",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1693668041074113e+20_1499221816328
70019,4,"Good menu, lots of choices, not a quite place if that's what you want. Service is hit or miss.",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1594778737070349e+20_1534128890034
70020,5,Love it here. My family and I go regularly.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.076780144913789e+20_1529553313548
70021,5,"Awesome food service was great,",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0737265333394863e+20_1545702616821
70022,5,Service was excellent,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1092397474380254e+20_1590882427409
70023,5,"Excellent food, and the waitress was very knowledgeable and nice!",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0356562586565417e+20_1525553671105
70024,5,Perfect filet. Will go back. Service is always good.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0159798719321152e+20_1486755133372
70025,1,Food wasn't good and took entirely too long,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1114557500716777e+20_1556798152852
70026,5,"Great food,  awesome service",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1362823728876226e+20_1545697285869
70027,5,"Excellent service, food presentation, atmosphere and price.",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1777322949434085e+20_1485621027815
70028,5,Excellent dining and service!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.050995789500931e+20_1542921235817
70029,5,Love this place best place ever to get a steak dinner and they are absolutely mouth watering,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0264801264751847e+20_1483901743115
70030,5,Great meal with good service.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1658888131397326e+20_1530486119446
70031,4,"Love the friendly service so far and the food is good, but sometimes they get my steak cooked wrong!",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0040886497347913e+20_1524870641870
70032,3,Service good food not up to par,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1113556285526942e+20_1480305714087
70033,5,The food I had was very good burger was juicy service was good the steak was juicy as well pretty good cooks and staff tonight.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0321983743723386e+20_1515718366530
70034,3,The food is always great our waitress this time was terrible. Waited 20 to 30 min for anything or had to ask someone to find her.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0841512187738394e+20_1553397371227
70035,5,"this my favorite  restaurant,love  this  place.",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1729947980741668e+20_1544368075062
70036,5,Amazing place when you visit ask for Shannon a your server!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1033770192484709e+20_1496090165983
70037,3,"Great service,  ok food",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.045398844849566e+20_1538614357296
70038,5,Love their bone in Ribeye!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1278105724757226e+20_1545968140290
70039,5,Great steak house and good drinks,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.135131922988891e+20_1546967748046
70040,5,Best steak house every.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.111851965155946e+20_1547296362914
70041,5,"Great Food, great service!",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0422012654530452e+20_1536093651609
70042,5,"Food was great, service was even better!",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0380858045551718e+20_1524968768666
70043,3,"Friendly and fast service , steak and sautee mushrooms a bit over done but tolerable , was not offered desert before being presented the check. Overall a good experience.",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0039299189725964e+20_1536539976193
70044,5,Always packed. Great place to go food is so good,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0240707495808667e+20_1528053781132
70045,5,Exelent food great service AWESOME!!!!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0981797503668493e+20_1535675677300
70046,5,I love this place and the service is always great,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0193736337291543e+20_1530306261767
70047,5,The food was delicious,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0463583066644128e+20_1567890717884
70048,4,Good food and good service,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0487943637808013e+20_1530020861568
70049,5,Good food but VERY loud,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1612289734714525e+20_1541976128549
70050,5,Awesome food! Love their steaks!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.014144549201377e+20_1530062205838
70051,5,They have great food and service every time I visit.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.079058678976727e+20_1494263482264
70052,3,"Nice place, overcooked my steak, but replaced it. Very friendly waiter, Javlin was very attentive, earned his tip and more.",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0753123890242932e+20_1511024177720
70053,5,I love the food and the atmosphere,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1212801813386315e+20_1525611803537
70054,5,Was impressed with the service and food,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0471154021408686e+20_1523541545432
70055,3,Mediocre food served like warm at a premium price.  I usually go once a year to remind me why I don't go more often.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1811123914143082e+20_1530728943079
70056,1,"Took to long for the food to come out,  and was not any good",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0463521871715842e+20_1550468143730
70057,5,"Love this place, always a great experience and  tender steaks!",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1742763552449238e+20_1499018602830
70058,5,Beat chicken strips in a long time!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0241423538416966e+20_1562546819291
70059,5,Great place to eat. Great service.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.033963171183325e+20_1534652627780
70060,2,Too noisey with the natives claping hands jumping around,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0904665530667198e+20_1535832648576
70061,5,Better than Longhorn Steakhouse.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1661265843015693e+20_1532922187598
70062,5,Great food and service,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0342873550716902e+20_1532057312162
70063,1,"I feel on the at floor, the sign read not viable. The manager did come and see if I was OK. That was it..........",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1043451703399458e+20_1546043153046
70064,5,Fast service. Super nice waitress.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0495722279237013e+20_1457554982286
70065,1,They getting worse Food was Cold ribs burnt!!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0611329017466336e+20_1561839816916
70066,4,Good service and food,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1158671400129734e+20_1528661833497
70067,5,Great food and service,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1159297361968959e+20_1525300950739
70068,5,I have fell in love with this place. Great all around.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1720769219701398e+20_1521677024593
70069,4,Great food and good service,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1600851303021568e+20_1498060035959
70070,4,The service was great...but the food wasn't coming out the way you ordered it...I think that the cooks were worn out from all the people that came in that day...there was a hour and a half wait...,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1457333289974679e+20_1529846358906
70071,4,Good food. Good service.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.030368585173664e+20_1499307825407
70072,2,Not to good this time the steak was to dry and tough,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0300943640777877e+20_1519958956894
70073,4,"Great people, great food. Typical TRH experience.",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1149575871703242e+20_1496368560191
70074,5,Brilliant!! Food was so good,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.059551908424007e+20_1539403299531
70075,5,Steak was awesome! So tender!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.016948935462761e+20_1537671154622
70076,5,My favorite steakhouse no matter the city,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1601265377012566e+20_1533595526485
70077,3,A little over priced.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1043851532340527e+20_1564285427281
70078,5,Nice friendly service.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0457673572224428e+20_1540435508648
70079,5,Best chain steakhouse,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0771768764379544e+20_1554402038970
70080,5,"Good food, and great service",Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0060077242505875e+20_1480973384288
70081,5,Always a good place and atmosphere,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0096581141840891e+20_1537025073139
70082,5,Best Texas Roadhouses!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.160489155822872e+20_1562714318852
70083,5,Always a great experience,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0531188116210981e+20_1554003059109
70084,5,Love the food and the staff....,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1008922475616438e+20_1447964052250
70085,5,Best prime rib in the area,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1750816401916307e+20_1532697547055
70086,4,Nice good food fat steak,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0581294268361921e+20_1499474263126
70087,5,Love the fried catfish and ribs,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0056017136493322e+20_1533518566870
70088,3,Food wasn't good at all,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1273750395743814e+20_1529553188414
70089,4,Love the steak and ambiance,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.130158924853794e+20_1541726824369
70090,5,Great and friendly service,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1555976207664166e+20_1529956596469
70091,5,Good service and food,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0015779082583636e+20_1488419835105
70092,5,Fish was really good,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1293607258836907e+20_1535681723183
70093,4,Darn good waitress...Sammie,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.088987073322044e+20_1538348903788
70094,5,Make sure you order the grilled pork chop,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.105779915443016e+20_1538842613991
70095,1,Took too long to bring food it and many in my party were not satisfied with the over cooked food,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0533635821051992e+20_1525746533648
70096,5,Had a 20 Mon wait but it was worth it,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1273161158340937e+20_1544733073155
70097,5,Really awesome steaks,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0853846700797262e+20_1527121438137
70098,5,My steak was cooked to perfection.,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.1558604556718529e+20_1479002345167
70099,5,Excellent experience!,Texas Roadhouse,"['Steak house', 'American restaurant', 'New American restaurant']",Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,1.0538327521864696e+20_1515353699243
