,rating,text,business_name,business_category,business_description,_id
30000,5,"Really nice establishment,  clean,  great service. Good happy hour with live music. Dinner was delicious,  prices a little ap,  but it is Maui on Front street in Lahaina. Great entertainment!",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1501448993272655e+20_1522280069182
30001,5,"Food, service and view spectacular",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1304735634412e+20_1557078677502
30002,5,"Great, premium experience in West Maui. Food was decent (but with prices to match). Evening ambiance was fantastic.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.006587807052326e+20_1483737021656
30003,4,Staff was freindly and the food was good.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0397375605913063e+20_1550976487473
30004,4,"A little pricey, but good ambiance.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0704888815961699e+20_1543354760521
30005,2,"Did not get a chance to eat here, our reservations were not honored. A majority of their seating capacity relies on the outdoor patio, so when it rains they close down the kitchen. Location seemed great, wish I could have gotten the full experience.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1499048957143953e+20_1490093933300
30006,2,"What a unpleasant dining experience. Raw
beef Wellington, raw lobster and scallops. Not impressed",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.144420829184401e+20_1511934610717
30007,5,Great music and drinks,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1648232239256324e+20_1582910391224
30008,5,Best experience of our whole trip.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1329053215407455e+20_1554148600907
30009,5,"Great food, great entertainment.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0190326717225438e+20_1571368129346
30010,2,"Now famous downtown Lahaina spot. Very fancy dining area and rooftop bar. Occasionally Mick Fleetwood will appear and even perform. Must check out the art gallery to see great photographs of famous musicians and Fleetwood Mac memorabilia. Last visit (Apr 2021) was not good. Manager comped our meal because it took 90 minutes to get it and was warm at best. Maybe it was just an off night but our server was painfully slow: 30 minutes to take order, 30 more minutes for drinks, and finally 30 more for second drinks and food. Food clearly sat under a heat lamp for a while.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1754144201339878e+20_1617990877923
30011,5,Awesome food served by very professional and friendly waitresses. Great experience,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0922987989852214e+20_1512765816491
30012,5,"In everyway, from top to bottom, they make it a great experience.  Fantastic view and ambience.  Amazing drinks and food.  But above all, it's the Aloha spirit that permeates the place.  They really make you feel welcome.  From Mick himself all the way down to the greeter.  Malhalo.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0919171292020053e+20_1487136719416
30013,4,Down stair gallery is also worth it. Best cocktail ever,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1432832421905033e+20_1549858215764
30014,5,"If I could give them six stars I would.  Awesome place, awesome food.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0981758083660828e+20_1502981200334
30015,5,Best evening ambience in Lahaina. Great food!,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1564875432664231e+20_1530388426628
30016,5,Awesome food with spectacular view from the top floor. Mick Mick Fleetwood in there Steven Tyler are known to come in there and play sometimes the music absolutely rocks. Mick Fleetwood did an excellent job with this restaurant and we're glad he opened it.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1564790827501987e+20_1450607882871
30017,5,Delicious food. Had a great time here with friends.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1601017268969542e+20_1519948192367
30018,5,A bit pricey but best sunset views.   Must get reservations!!!,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0551085211823437e+20_1556417688118
30019,5,Very good food and service glad we stopped by before we left the island.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1409542902617044e+20_1520843026898
30020,5,"Amazing evening with good friends, beautiful rooftop sunset views, unique Hawaiian evening blessing of bagpipes, talk story, Beef Wellington cooked to perfection, fine wine, great tunes of the House Shakers and a royal performance of Mick Fleetwood on the drums. A special one of a kind  amazing  night with memories that will keep me smiling :) Thanks Mick and your wonderful staff.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0583256571105812e+20_1443553585904
30021,5,Great Food Fun and Cocktails,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0163801496967209e+20_1550539037992
30022,4,The roof top deck is the place to be for great views of the ocean and excellent live music. The swordfish I had was very good and service was friendly and attentive.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0266560530301583e+20_1469600251735
30023,3,Every single glass had lip marks on them.... gross...when asked for a clean glass it was replaced with another dirty glass....1 out of 5 plates was gross too.....anyhow once you get clean utensils...the food was great and drinks yummy,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1350493535657017e+20_1533697792168
30024,4,Just had drinks but the quality and service was superior.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1811433678355074e+20_1527063098148
30025,5,"Fish was great, my drink was great, the live music is where it's at though!",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1450249769947021e+20_1527644476179
30026,5,Great food and Cocktails for music lovers!,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0873468893145144e+20_1536578700271
30027,4,Amazing live music! Classic rock sings. Great Drinks. On the expensive side.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1386335431445565e+20_1516845336036
30028,5,"Food, service, atmosphere and amazing show with Mick, a must see!",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0098188890597763e+20_1511256960524
30029,5,Great limited edition posters of various famous  musicians.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.020983117345531e+20_1533290540163
30030,4,"Amazing waitress on St Patrick's day, gastropub done amazing food.  Live band did not show for happy hour so did not give a five star",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1790943130986663e+20_1521741565870
30031,5,"Visit the rooftop bar and restaurant, awesome food and views.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0071948275710986e+20_1521064144186
30032,5,"Amazing food, Amaing drinks and amazing service. Cant wait to return.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1835470620589012e+20_1531159205196
30033,5,Always a great experience!,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.088793102162729e+20_1566192334154
30034,5,Very romantic place that serves exceptional food. Not the cheapest place to go but it's worth the money.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1504513868727987e+20_1520439623927
30035,4,The food was delicious and the service is great also roof top setting,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.148997555190613e+20_1524440536739
30036,5,"Delicious food, pricey but must visit when in maui. Well worth it!",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.155188554588067e+20_1513089978554
30037,5,"Great place, pricey, live music, great photo museum.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.054720117865943e+20_1520728792570
30038,5,Love the happy hour entertainment - Paul West - Monday to Friday.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1179145105909144e+20_1519879062151
30039,4,Food was really good views were nice too!,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1317124391711742e+20_1517424102205
30040,5,Absolutely must see. Make sure to go during sunset hours for an amazing experience.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1107900466650371e+20_1469730583980
30041,5,Best steak I've ever had. They have live music downstairs and a view from the roof.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1139022199564126e+20_1529298356460
30042,1,Food is below average and expensive. Decoration is nice but since it's a restaurant I'm giving one star. After two times dining there there will be no third.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1602778263354304e+20_1519387638872
30043,5,"Beautiful inside, great food and service and great music!",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0315184211393797e+20_1513910269691
30044,5,Mahi and risotto and the linguine and shellfish were great. Music was throw back.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1487303877145666e+20_1525428741520
30045,5,"Great sunset ceremony, and some of the best food of the trip",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1143434656613797e+20_1536624352486
30046,5,"Went for happy hour
Appetizers were very tasty
Prices reasonable for waterfront in Maui",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.032880490594565e+20_1517196642867
30047,5,They have a rooftop bar which was exactly what we wanted. Good drinks and good service and a nice view of the stars at night surrounded by little fires on poles.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1246472400700028e+20_1523903600621
30048,5,"The food was delicious and our server  Matthew was very kind and helpful, coming around often to make sure we were content! They also kept my water full, which I greatly appreciate.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0884704794690239e+20_1469038629401
30049,3,Service was excellent but the food was not at all worth the price.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1387250697799816e+20_1496522180027
30050,4,Good food and ambience. Nice views,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0074868454076624e+20_1479763259372
30051,4,"Pretty cool place, good food and drinks and Mick plays quite often",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0999554778200128e+20_1516348019307
30052,5,"As good of meal as ive had anywhere. Outstanding! Wouldn't improve on anything we had, includingan amazing sunset.

Fairly spendy but worth it.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1547148195731735e+20_1506749994241
30053,5,Excellent food and service,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0575802792670706e+20_1547713927875
30054,4,This pop rocker's food is very good and the venue is great for family meals in Maui!,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1343505178180254e+20_1476324191837
30055,5,Great place for dinner and to listen to some great live music,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1641590720961747e+20_1507253048577
30056,5,"Nice place, mostly sea food..",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1668174439547301e+20_1524508327983
30057,3,"We haven't been to Fleetwoods in a couple of years.  LOTS of changes including the menu.  We didn't think that the changes were for the best.  Only 1 vegan option.  It was delicious but, only 1 vegan option.  Be sure to call ahead and make notation on reservation if you are vegan.  The best stage that we have ever seen is no longer on the rooftop.  We were able to watch and listen to a few songs performed by The Houseshakers, Willie K, and Mick but by no means is the show a ""family show"".  The volume of the music was extremely loud for the venue.  (We like ACDC - loud is not a problem).  A few years ago, Fleetwoods was our favorite place and we dined there 6 out of 7 nights.  This year, 1 time was enough and we could have done without.  Hopefully Mick will bring back some of the great dishes and ambiance that Fleetwoods had.",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1605690746298067e+20_1516499613973
30058,5,"great, every time I am in town l make it a point to stop in and heare the bagpipes and have a few drinks",Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0483720087189774e+20_1475031659981
30059,3,The happy hour is sooooo bad. The food during happy hour is virtually inedible.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0738644598042668e+20_1554207388752
30060,5,They are able to accommodate gluten free and dairy free dietary needs.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.107020939349797e+20_1514252252663
30061,5,Make sure to get a reservation on the roof for a spectacular sunset dinner!,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.0982025353160308e+20_1498160097263
30062,5,This was a very nice place to eat with a great ambiance but a little pricey.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1497472314507964e+20_1506062541974
30063,5,The food and atmosphere is extraordinary.,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1196533544989991e+20_1528790729286
30064,5,place has great happy hour and music,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.1555000842975416e+20_1518012776548
30065,5,Make sure you are on the roof of possible!,Fleetwood's on Front St.,"['Seafood restaurant', 'Bar']",Drummer Mick Fleetwood's upscale-casual American restaurant with a rooftop bar offering ocean views.,1.032566997118078e+20_1580433625393
